116.68,156.06,108.2,39.229,48.825,43.111,48.814,67.879,91.706,42.306,55.825,16.836,4.2313,5.6042,4.3746,6.8578,31.735,24.649,48.147,65.625,79.782,63.943,37.23,39.692,33.671,36.667,30.351,40.442,43.682,62.103,79.913,48.562,52.937,50.404,125.25,65,40,45.286,5.7893,62.697,85.689,363.08,154.41,64.526,113.79,14.809,10.323,3.8316,7.6156,71.863,193.03,102.56,19.747,6.6949,7.457,33.78,160.3,56.332,12.593,7.1175,6.1231,21.391,3.1626,10.244,49.581,36.576,75.513,43.714,43.049,69.202,69.198,25.521,27.548,23.281,31.724,78.449,106.91,214.62,42.538,27.155,74.496,24.746,8.2677,115.56,40.573,27.298,36.387,65.555,26.41,21.666,27.853,18.923,8.2038,2.7246,19.216,81.386,73.983,95.421,40.22,12.509,5.8386,8.3168,7.2448,27.043,35.183,34.564,27.912,32.27,21.53,42.077,71.321,51.836,95.185
158.69,94.603,81.803,50.02,33.736,48.31,30.672,48.119,59.64,52.799,101.85,19.487,3.2122,2.091,1.0524,11,32.266,19.757,33.01,58.642,63.439,50.802,36.355,45.763,45.917,31.006,58.737,37.525,34.382,46.647,37.768,45.555,41.151,60.921,37.04,72.014,45.065,54.294,46.177,49.589,44.747,65.289,134.9,93.231,45.769,24.939,1.1844,7.4512,12.03,9.8539,4.6912,1.5012,11.291,17.017,24.254,36.077,4.7583,6.1142,5.9142,7.9754,2.3515,2.8387,14.929,4.1901,3.0185,0.75564,1.7335,13.897,2.5009,5.1341,10.265,10.102,51.2,52.569,49.692,144.81,75.969,23.375,84.242,69.045,71.09,11.142,2.0304,10.004,3.2566,1.2554,1.6708,1.481,19.323,3.7923,3.5385,2.4542,8.1682,2.0389,6.4507,0.97006,2.7091,1.2099,6.8916,1.2912,9.0928,1.6713,1.59,134.19,11.24,3.739,3.9984,1.3874,0.76391,1.426,4.5105,6.0498,244.39
238.05,79.812,53.596,69.33,56.15,34.719,29.356,48.374,36.204,39.823,31.273,29.296,33.471,42.881,23.747,26.173,32.885,48.265,53.846,41.861,36.315,35.708,32.157,40.572,63.514,43.558,28.264,23.094,35.172,48.684,42.774,43.762,41.406,42.951,41.914,73.385,33.096,80.792,75.483,42.999,44.447,2.1216,1.6449,6.4551,2.9128,27.474,2.4991,1.9488,12.369,10.672,13.329,3.4205,2.6654,7.7648,42.331,29.506,170.33,19.285,15.235,38.233,16.392,6.8589,6.6516,2.2405,7.5097,90.555,67.152,30.782,29,62.478,41.633,37.536,19.747,18.643,36.339,7.2225,72.088,3.5767,3.8717,5.1551,9.3099,9.9228,3.5997,52.944,34.148,40.721,36.746,37.596,26.762,12.707,8.2413,8.2826,5.2744,7.2322,1.8232,12.707,4.1299,3.0294,2.5754,2.119,2.3531,3.2278,3.3681,167.44,10.439,1.608,2.2145,3.031,2.038,6.2656,2.6448,4.3943,268.85
198.97,76.978,146.08,81.03,60.053,66.631,62.124,65.017,41.606,51.735,44.22,39.403,41.177,43.566,36.612,47.29,36.488,34.605,64.64,77.604,95.16,146.23,153.09,118.97,136.94,84.437,66.507,55.198,93.21,67.715,69.68,43.978,51.98,66.22,47.469,41.989,48.906,75.839,55.061,43.901,64.372,89.046,59.149,61.142,204.02,92.087,18.105,12.129,25.542,3.491,12.349,8.348,56.336,458.49,47.025,191.62,23.517,9.2815,16.783,14.145,24.611,13.449,27.52,21.769,24.896,9.2315,74.342,49.134,22.11,26.287,46.034,37.757,16.118,37.713,13.611,5.9962,47.701,82.816,221.62,60.205,35.027,59.785,51.808,71.747,41.248,39.77,34.543,37.659,43.627,57.668,133.54,6.4329,12.88,86.64,10.786,9.9004,10.69,5.8681,4.8336,48.075,24.012,44.801,37.73,276.59,25.287,12.102,37.106,7.3464,18.818,1.5549,45.276,5.5201,276.8
238.35,47.538,34.028,41.271,45.853,30.177,30.509,30.994,25.394,28.679,25.786,47.91,127.52,21.627,8.088,5.1954,5.805,1.9483,2.3788,10.111,23.584,23.976,33.55,24.107,31.829,27.852,29.516,31.828,30.4,32.878,31.585,44.09,35.239,30.054,24.678,31.291,31.534,41.731,25.115,64.072,47.024,8.2444,10.477,4.2536,5.6301,3.647,51.372,16.815,6.4058,3.2676,8.6285,6.0237,5.9626,3.1454,5.7485,9.0663,24.607,10.529,8.5858,4.5707,8.8525,3.4829,11.655,4.6704,6.085,4.2517,5.1452,8.4186,16.682,22.365,20.554,19.71,33.895,16.817,19.542,50.471,131.63,217.35,184.8,28.532,20.813,9.1569,11.636,6.08,5.3393,10.184,4.5565,11.743,15.86,7.183,6.1676,5.4383,4.919,6.2956,9.6417,2.3452,7.5404,5.3643,3.1059,4.3215,11.057,7.0629,3.8516,5.9203,9.2888,7.7296,4.8835,4.618,5.7927,3.914,5.1014,5.8979,212.89
192.75,60.578,43.614,51.879,29.075,30.635,30.541,17.748,33.788,6.7991,6.4307,11.544,4.2149,2.5076,34.293,25.568,46.329,32.235,29.324,19.256,19.859,2.527,32.124,13.928,20.233,19.877,25.124,25.615,38.004,41.956,51.183,19.287,24.837,41.497,36.375,63.644,72.285,31.288,24.468,108.82,57.324,30.712,40.873,27.468,5.1427,26.99,16.53,7.9089,8.9934,10.918,5.4692,5.8884,3.8432,1.6454,13.166,18.07,2.8624,20.431,7.6856,13.193,46.13,5.956,6.3951,11.067,18.287,22.683,4.028,6.2143,15.226,6.2258,3.0044,20.449,26.13,13.121,7.6402,14.979,111.14,20.941,57.946,54.383,174.67,109.83,145.46,124.79,171.74,21.661,27.591,18.094,20.968,39.276,37.871,3.08,10.155,2.2953,4.9169,10.327,8.4498,6.539,4.1333,3.7562,12.771,16.871,6.0778,106.98,12.258,6.6092,7.1727,6.6998,5.2908,3.9236,3.041,9.1797,244.15
260.29,46.546,72.366,58.87,48.38,44.31,27.513,41.63,66.148,40.181,41.627,70.599,59.288,42.433,64.848,45.856,44.568,46.134,11.17,1.7765,19.744,42.136,26.691,37.28,45.34,34.895,36.829,62.431,31.177,57.237,42.834,64.823,64.3,54.437,80.365,74.21,62.177,33.468,41.485,68.647,38.547,104.59,25.766,32.692,77.495,42.268,36.249,83.58,207.6,124.73,57.242,428.04,37.113,29.405,24.191,46.433,626.6,15.838,8.8684,15.491,3.1884,21.434,31.588,110.93,200.82,39.544,40.35,34.499,30.43,27.84,76.224,47.125,65.616,57.512,3.8753,6.7969,17.713,212.25,38.537,122.52,38.889,45.937,11.343,16.513,20.795,3.3845,9.0212,15.097,10.059,6.7792,24.573,25.077,72.184,3.2764,48.261,61.921,20.583,36.907,17.547,21.721,36.858,51.511,44.21,568.63,678.46,204.03,203.94,137.69,92.56,13.57,21.531,116.81,202.31
86.423,36.033,70.907,68.004,86.147,61.951,57.667,40.999,67.435,35.897,28.341,27.578,21.724,30.439,27.421,30.24,34.422,40.408,11.689,5.5517,3.019,1.7866,32.884,27.775,22.796,28.599,21.924,34.354,40.909,71.769,120.47,45.349,52.977,52.477,74.443,129.6,47.536,54.834,42.177,33.421,41.765,26.455,34.26,89.663,58.58,3.5211,0.89307,0.99974,1.1073,1.6476,4.0422,1.045,0.93788,1.4222,1.2747,1.5981,7.0878,22.054,5.435,2.2686,3.9073,2.5507,1.7532,2.2967,1.7748,8.7077,3.8322,0.78725,0.97992,17.868,20.894,53.41,47.178,38.68,50.369,63.019,25.928,44.178,43.894,30.951,128.79,227.85,11.531,18.539,5.6272,4.6969,8.2399,3.0362,2.6184,8.1938,6.0497,10.787,6.2616,3.399,6.6956,3.5627,2.7846,2.5604,8.7946,17.373,22.395,42.695,19.069,59.592,9.4757,26.168,97.25,141.51,187.58,5.009,22.354,5.1048,252.86
142.09,25.084,31.341,23.742,38.556,30.592,34.545,36.543,25.065,8.2059,2.5481,4.0718,36.197,27.918,42.478,40.14,60.676,71.839,31.244,24.507,22.713,28.264,31.44,31.79,23.178,8.7756,7.7415,12.06,23.659,24.838,30.868,30.975,41.139,28.088,16.38,29.733,23.458,36.134,26.462,66.701,107.63,42.343,29.114,8.8925,12.667,10.017,114.98,124.96,2.4761,37.812,141.67,96.555,12.824,3.5143,10.267,20.029,142.24,69.798,7.4677,6.504,12.184,27.908,17.424,13.144,8.0989,8.9174,71.063,135.52,20.508,34.768,24.241,16.744,19.594,12.455,68.627,14.86,136.64,102.95,113.39,242.48,23.128,36.673,96.615,25.874,36.517,6.628,1.2652,38.964,31.308,26.109,34.662,37.6,12.771,29.71,46.986,18.847,105.93,189.15,59.377,35.817,129.54,43.357,251.91,248.76,35.772,12.556,21.923,3.4725,4.1073,4.0164,14.121,6.1658,260.41
233.23,22.958,27.043,22.594,16.324,23.769,24.131,12.554,12.645,15.855,13.522,26.19,25.431,21.153,20.095,34.347,21.608,15.835,36.695,39.673,22.871,29.172,20.36,34.048,35.66,27.451,20.006,25.075,35.978,30.513,28.951,33.717,52.717,40.674,39.718,38.08,24.382,26.17,47.237,39.329,46.036,23.746,11.865,21.667,31.525,79.001,2.6381,3.0424,21.229,15.34,3.1803,6.4961,3.6382,6.2503,15.336,16.666,17.211,9.3935,12.64,1.8971,2.373,4.8897,3.9012,17.246,8.2409,4.8683,3.4661,12.873,6.0982,6.95,30.748,8.4629,13.944,4.237,6.865,5.1584,17.697,5.4209,5.259,6.4157,21.877,31.335,28.372,30.936,23.644,15.39,21.685,16.102,21.58,11.467,7.6954,1.9812,1.6873,5.7624,2.2852,1.7048,21.489,3.4201,4.3605,7.2296,2.6567,3.7334,1.9828,143.31,26.681,31.358,18.957,10.179,11.859,2.6706,3.2838,3.4108,230.21
